id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,masterCategoryEncoded,subCategoryEncoded,articleTypeEncoded,imagePath
27451,Women,Apparel,Innerwear,Bra,Beige,Summer,2018.0,Casual,Jockey Essence Beige Full-Coverage Bra 1615,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27451.jpg
22311,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Inc. 5 Women Casual Silver Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/22311.jpg
16918,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/16918.jpg
11301,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Women Blue Custom Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11301.jpg
25908,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Femella Women Red Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/25908.jpg
13836,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Casual,Probase Men Solid Navy Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/13836.jpg
28045,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey ELANCE Men Navy Blue Elance Brief 1008,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28045.jpg
17698,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Vans Men Bali Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17698.jpg
28879,Women,Apparel,Bottomwear,Leggings,Red,Summer,2012.0,Casual,BIBA OUTLET Women Red Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/28879.jpg
24688,Men,Footwear,Sandal,Sandals,Black,Spring,2012.0,Casual,Lee Cooper Men Basic Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/24688.jpg
27469,Women,Apparel,Innerwear,Camisoles,Black,Fall,2015.0,Casual,Jockey Black Camisole,0,4,8,/content/drive/MyDrive/ML Project Team/dataset/images/27469.jpg
19366,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Redtape Men Pontoise Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/19366.jpg
11937,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Ganuchi Men Casual Brown Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/11937.jpg
14479,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011.0,Casual,Flying Machine Men Casual Green Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14479.jpg
11339,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11339.jpg
15799,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Facit Men Pack of Two White Mid-Rise Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15799.jpg
2805,Men,Footwear,Sandal,Sandals,Black,Fall,2009.0,Casual,iD Men Casual Leather/Felt Charcoal Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/2805.jpg
16920,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011.0,Casual,Spykar Men Washed Navy Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/16920.jpg
23801,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Clarks Men Dark Brown Un Rail Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23801.jpg
18416,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Skechers Men USA White Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/18416.jpg
11306,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Women Blue Sophia Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11306.jpg
21593,Women,Apparel,Bottomwear,Capris,Grey,Summer,2011.0,Casual,Nike Women Solid Grey Capris,0,1,9,/content/drive/MyDrive/ML Project Team/dataset/images/21593.jpg
20441,Unisex,Footwear,Shoes,Casual Shoes,Green,Winter,2012.0,Casual,Disney Kids-Unisex Pooh Steps Green Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/20441.jpg
11908,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Formal,Franco Leone Men Casual Brown Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/11908.jpg
22124,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Formal,Provogue Men Brown Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/22124.jpg
27456,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Jockey Women White Full-Coverage Bra 1616,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27456.jpg
19359,Women,Apparel,Innerwear,Briefs,Cream,Summer,2017.0,Casual,Beyouty Women H01 Combo2 Fashion Hipster Pack of 3 Breifs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/19359.jpg
14022,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Sports,Nike Men Solid Navy Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/14022.jpg
22540,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc.5 Women Casual Gun Metal Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/22540.jpg
27032,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Hip Fit Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/27032.jpg
17495,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Black Drifter Cat II Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/17495.jpg
13035,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/13035.jpg
26928,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/26928.jpg
17653,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,Converse Unisex Casual Blue Slipper,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/17653.jpg
22786,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/22786.jpg
2496,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Numero Uno Men's Casual White Black Leatherette Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2496.jpg
15336,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Nike Men Solid Grey Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/15336.jpg
21103,Men,Footwear,Shoes,Formal Shoes,Brown,Spring,2012.0,Formal,Clarks Men Brown Leather Penny Loafers,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/21103.jpg
17005,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Heels,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/17005.jpg
18871,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Franco Leone Men Formal Brown Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/18871.jpg
15752,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Facit Men Bicep Tee Navy Blue Innerwear Vest,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/15752.jpg
21567,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men Casual White Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/21567.jpg
15560,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/15560.jpg
20687,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Jefe Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/20687.jpg
13637,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Hanes Men Grey Premium Sleeveless Crew T-shirt,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/13637.jpg
27402,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Essence Jane Black Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27402.jpg
25355,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Levis Men Black and Blue Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/25355.jpg
10280,Women,Footwear,Shoes,Flats,Black,Fall,2012.0,Casual,Clarks Women Prize Club Leather Black Wedges,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/10280.jpg
16177,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Enroute Men Leather Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/16177.jpg
19903,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Casual,Converse Unisex AS Canvas OX Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/19903.jpg
15396,Men,Footwear,Sandal,Sandals,White,Fall,2011.0,Casual,Fila Men Ronin White Slippers,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/15396.jpg
25503,Girls,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,Doodle Kids Girls Polka Dot Black Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/25503.jpg
18489,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Coupe Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/18489.jpg
16513,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/16513.jpg
26988,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012.0,Casual,Jealous 21 Women Blue Jeggings,0,1,22,/content/drive/MyDrive/ML Project Team/dataset/images/26988.jpg
11504,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/11504.jpg
15362,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/15362.jpg
26524,Men,Footwear,Shoes,Casual Shoes,Grey,Spring,2013.0,Casual,Gas Men Passtime Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26524.jpg
22184,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2012.0,Casual,Timberland Men Tan Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22184.jpg
10274,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Clarks Men Dino Limit Leather Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/10274.jpg
12523,Girls,Footwear,Sandal,Sandals,Blue,Fall,2011.0,Casual,Crocs Kids Girl's Casual Blue Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/12523.jpg
17051,Men,Footwear,Sandal,Sandals,Tan,Spring,2013.0,Casual,Gas Men Venice Slipper,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/17051.jpg
16183,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/16183.jpg
18684,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016.0,Casual,Hanes Men Brown Premium Bikini Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/18684.jpg
20872,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Formal,Franco Leone Men Formal Brown Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/20872.jpg
16974,Men,Footwear,Sandal,Sandals,Navy Blue,Fall,2011.0,Casual,Puma Men Cooper Navy Blue Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/16974.jpg
11963,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Ganuchi Men Brown Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/11963.jpg
10079,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Reebok Unisex Twist Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/10079.jpg
23855,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,ADIDAS Men Yellow Color Blast Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23855.jpg
22987,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2016.0,Sports,2go Active Gear USA Men Grey Ted Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/22987.jpg
24628,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Arrow Men Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/24628.jpg
18670,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Fila Men Cavander Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/18670.jpg
13298,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Gini and Jony Men Solid White Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/13298.jpg
10273,Men,Footwear,Sandal,Sandals,Black,Summer,2016.0,Casual,Clarks Men Black Leather Closed Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/10273.jpg
17056,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,Gas Men Sahar Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17056.jpg
16184,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Enroute Men Leather Brown Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/16184.jpg
26523,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26523.jpg
23051,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2011.0,Casual,Arrow Woman Navy Blue Printed Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/23051.jpg
22183,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22183.jpg
15365,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Casual Brown Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15365.jpg
24422,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men AX1 Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24422.jpg
26375,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2012.0,Casual,Fila Men Summer Fun Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/26375.jpg
28029,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey ELANCE Mens Navy Blue Briefs 1005,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28029.jpg
11503,Women,Footwear,Shoes,Heels,Blue,Spring,2013.0,Casual,Catwalk Women Lifestyle Blue Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/11503.jpg
13066,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Numero Uno Men White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13066.jpg
16514,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/16514.jpg
22721,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Nike Men Brown Flyclave LTR Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22721.jpg
10287,Women,Footwear,Shoes,Flats,Silver,Winter,2013.0,Casual,Clarks Women Leather Silver Flats,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/10287.jpg
19138,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lotto Men Sting Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/19138.jpg
23297,Men,Footwear,Sandal,Sandals,Red,Fall,2011.0,Casual,Lotto Men Zeus Red Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/23297.jpg
2869,Men,Footwear,Shoes,Casual Shoes,White,Fall,2009.0,Casual,iD Men's Denim White Graphic Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2869.jpg
19904,Women,Footwear,Shoes,Flats,Pink,Fall,2011.0,Casual,Lotto Women Virtue Pink Sandal,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/19904.jpg
16170,Men,Footwear,Shoes,Formal Shoes,Tan,Fall,2011.0,Formal,Enroute Men Leather Tan Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/16170.jpg
27405,Women,Apparel,Bottomwear,Capris,Black,Summer,2018.0,Casual,Jockey Women Black Capris,0,1,9,/content/drive/MyDrive/ML Project Team/dataset/images/27405.jpg
13630,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Summer,2016.0,Casual,Hanes Men Knitted Black Shorts,0,5,30,/content/drive/MyDrive/ML Project Team/dataset/images/13630.jpg
23899,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Fila Men Wiser Brown Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/23899.jpg
22177,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2012.0,Casual,Timberland Men Tan Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22177.jpg
14415,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Black Wedges,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14415.jpg
10628,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2012.0,Casual,Carlton London Men CL Casual Navy Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/10628.jpg
26178,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/26178.jpg
18677,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,Fila Men Navy Blue Ziggles Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/18677.jpg
22980,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Fila Men Light Brown New Percoso II Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22980.jpg
17855,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Levis Men Boxer Navy Blue Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/17855.jpg
16987,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,Puma Men MM Blue Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/16987.jpg
24079,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/24079.jpg
11964,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Ganuchi Men Casual Black Slipper,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/11964.jpg
22148,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Lee Cooper Men Brown Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/22148.jpg
16973,Men,Footwear,Sandal,Sandals,Olive,Fall,2011.0,Casual,Puma Men Cooper Black Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/16973.jpg
28640,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Victor Woven Black Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/28640.jpg
1885,Men,Apparel,Bottomwear,Shorts,Grey,Winter,2010.0,Casual,FIFA Mens 1904 Heritage Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/1885.jpg
18683,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Hanes Men Navy Blue Premium Bikini Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/18683.jpg
24626,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Men Black Roll Down Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24626.jpg
26171,Women,Footwear,Shoes,Flats,Gold,Winter,2014.0,Casual,Rocia Women Gold Casual Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/26171.jpg
15353,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15353.jpg
14281,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Timberland Women Hydroclimb Hybrid Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14281.jpg
10621,Women,Footwear,Shoes,Flats,Silver,Spring,2013.0,Casual,Carlton London Women Silver Solid Open Toe,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/10621.jpg
20888,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Basics Men Blue Casual  Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/20888.jpg
12512,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Formal Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12512.jpg
23255,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Formal Black Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/23255.jpg
24070,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/24070.jpg
21730,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,2010.0,Casual,ADIDAS Women Dots and Stripes Blue Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/21730.jpg
15505,Women,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,Carlton London Women Casual Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15505.jpg
12720,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,ADIDAS Unisex Casual Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/12720.jpg
24084,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/24084.jpg
10083,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Reebok Men Hanavi II Green Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/10083.jpg
27433,Women,Apparel,Innerwear,Bra,Grey Melange,Winter,2015.0,Sports,Jockey Women Grey Melange Eva Sports Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27433.jpg
2251,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2010.0,Casual,Puma Mens Winglet Brown Flip Flop,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/2251.jpg
22141,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/22141.jpg
23093,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Converse Men United White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23093.jpg
20272,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Casual Silver Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/20272.jpg
13262,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Palm Tree Kids Girl Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/13262.jpg
2635,Men,Footwear,Sandal,Sandals,White,Fall,2010.0,Sports,Carlton London Men White Strapped Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/2635.jpg
26185,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Casual Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/26185.jpg
16522,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/16522.jpg
17863,Men,Apparel,Innerwear,Briefs,Maroon,Summer,2016.0,Casual,Levis Men Maroon Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/17863.jpg
2894,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Ethnic Flat Multi Color Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/2894.jpg
18473,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Men Calcetto Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/18473.jpg
18487,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Puma Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/18487.jpg
12981,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Mens Calo 3 Black Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/12981.jpg
28020,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey ELANCE Mens Blue Pack of two Briefs 1004,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28020.jpg
26986,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/26986.jpg
13639,Men,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2016.0,Casual,Hanes Men Blue Crew Duo Dry Body Fit Crew T-shirt,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/13639.jpg
23890,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Fila Men Newport Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/23890.jpg
19131,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011.0,Casual,Lotto Men Sign Grey Slippers,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/19131.jpg
